league_id,meta_type,meta_key,meta_keyid,meta_value,meta_source
5,source_team_id,Syracuse Orange,50214,183,espn
5,team_name,Syracuse,50214,Syracuse Orange,the_odds_api
5,source_team_id,Virginia Cavaliers,50215,258,espn
5,team_name,Virginia,50215,Virginia Cavaliers,the_odds_api
5,source_team_id,Virginia Tech Hokies,50216,259,espn
5,team_name,Virginia Tech,50216,Virginia Tech Hokies,the_odds_api
5,source_team_id,Wake Forest Demon Deacons,50217,154,espn
5,team_name,Wake Forest,50217,Wake Forest Demon Deacons,the_odds_api
5,source_team_id,Illinois Fighting Illini,50301,356,espn
5,team_name,Illinois,50301,Illinois Fighting Illini,the_odds_api
5,source_team_id,Indiana Hoosiers,50302,84,espn
5,team_name,Indiana,50302,Indiana Hoosiers,the_odds_api
5,source_team_id,Iowa Hawkeyes,50303,2294,espn
5,team_name,Iowa,50303,Iowa Hawkeyes,the_odds_api
5,source_team_id,Maryland Terrapins,50304,120,espn
5,team_name,Maryland,50304,Maryland Terrapins,the_odds_api
5,source_team_id,Minnesota Golden Gophers,50305,135,espn
5,team_name,Minnesota,50305,Minnesota Golden Gophers,the_odds_api
5,source_team_id,Michigan State Spartans,50306,127,espn
5,team_name,Michigan State,50306,Michigan State Spartans,the_odds_api
5,source_team_id,Michigan Wolverines,50307,130,espn
5,team_name,Michigan,50307,Michigan Wolverines,the_odds_api
5,source_team_id,Nebraska Cornhuskers,50308,158,espn
5,team_name,Nebraska,50308,Nebraska Cornhuskers,the_odds_api
5,source_team_id,Northwestern Wildcats,50309,77,espn
5,team_name,Northwestern,50309,Northwestern Wildcats,the_odds_api
5,source_team_id,Oregon Ducks,50310,2483,espn
5,team_name,Oregon,50310,Oregon Ducks,the_odds_api
5,source_team_id,Ohio State Buckeyes,50311,194,espn
5,team_name,Ohio State,50311,Ohio State Buckeyes,the_odds_api
5,source_team_id,Penn State Nittany Lions,50312,213,espn
5,team_name,Penn State,50312,Penn State Nittany Lions,the_odds_api
5,source_team_id,Purdue Boilermakers,50313,2509,espn
5,team_name,Purdue,50313,Purdue Boilermakers,the_odds_api
5,source_team_id,Rutgers Scarlet Knights,50314,164,espn
5,team_name,Rutgers,50314,Rutgers Scarlet Knights,the_odds_api
5,source_team_id,UCLA Bruins,50315,26,espn
5,team_name,California Los Angeles,50315,UCLA Bruins,the_odds_api
5,source_team_id,USC Trojans,50316,30,espn
5,team_name,Southern California,50316,USC Trojans,the_odds_api
5,source_team_id,Washington Huskies,50317,264,espn
5,team_name,Washington,50317,Washington Huskies,the_odds_api
5,source_team_id,Wisconsin Badgers,50318,275,espn
5,team_name,Wisconsin,50318,Wisconsin Badgers,the_odds_api
5,source_team_id,Arizona Wildcats,50401,12,espn
5,team_name,Arizona,50401,Arizona Wildcats,the_odds_api
5,source_team_id,Arizona State Sun Devils,50402,9,espn
5,team_name,Arizona State,50402,Arizona State Sun Devils,the_odds_api
5,source_team_id,Baylor Bears,50403,239,espn
5,team_name,Baylor,50403,Baylor Bears,the_odds_api
5,source_team_id,BYU Cougars,50404,252,espn
5,team_name,Brigham Young,50404,BYU Cougars,the_odds_api
5,source_team_id,Cincinnati Bearcats,50405,2132,espn
5,team_name,Cincinnati,50405,Cincinnati Bearcats,the_odds_api
5,source_team_id,Colorado Buffaloes,50406,38,espn
5,team_name,Colorado,50406,Colorado Buffaloes,the_odds_api
5,source_team_id,Iowa State Cyclones,50407,66,espn
5,team_name,Iowa State,50407,Iowa State Cyclones,the_odds_api
5,source_team_id,Kansas State Wildcats,50408,2306,espn
5,team_name,Kansas State,50408,Kansas State Wildcats,the_odds_api
5,source_team_id,Kansas Jayhawks,50409,2305,espn
5,team_name,Kansas,50409,Kansas Jayhawks,the_odds_api
5,source_team_id,Oklahoma State Cowboys,50410,197,espn
5,team_name,Oklahoma State,50410,Oklahoma State Cowboys,the_odds_api
5,source_team_id,TCU Horned Frogs,50411,2628,espn
5,team_name,Texas Christian,50411,TCU Horned Frogs,the_odds_api
5,source_team_id,Texas Tech Red Raiders,50412,2641,espn
5,team_name,Texas Tech,50412,Texas Tech Red Raiders,the_odds_api
5,source_team_id,UCF Knights,50413,2116,espn
5,team_name,Central Florida,50413,UCF Knights,the_odds_api
5,source_team_id,Houston Cougars,50414,248,espn
5,team_name,Houston,50414,Houston Cougars,the_odds_api
5,source_team_id,Utah Utes,50415,254,espn
5,team_name,Utah,50415,Utah Utes,the_odds_api
5,source_team_id,West Virginia Mountaineers,50416,277,espn
5,team_name,West Virginia,50416,West Virginia Mountaineers,the_odds_api
5,source_team_id,Florida International Panthers,50501,2229,espn
5,team_name,Florida International,50501,Florida International Panthers,the_odds_api
5,source_team_id,Jacksonville State Gamecocks,50502,55,espn
5,team_name,Jacksonville State,50502,Jacksonville State Gamecocks,the_odds_api
5,source_team_id,Kennesaw State Owls,50503,338,espn
5,team_name,Kennesaw State,50503,Kennesaw State Owls,the_odds_api
5,source_team_id,Liberty Flames,50504,2335,espn
5,team_name,Liberty,50504,Liberty Flames,the_odds_api
5,source_team_id,Louisiana Tech Bulldogs,50505,2348,espn
5,team_name,Louisiana Tech,50505,LT,kalshi
5,team_name,Louisiana Tech,50505,Louisiana Tech Bulldogs,the_odds_api
5,source_team_id,Middle Tennessee Blue Raiders,50506,2393,espn
5,team_name,Middle Tennessee State,50506,MTU,kalshi
5,team_name,Middle Tennessee State,50506,Middle Tennessee Blue Raiders,the_odds_api
5,source_team_id,New Mexico State Aggies,50507,166,espn
5,team_name,New Mexico State,50507,New Mexico State Aggies,the_odds_api
5,source_team_id,Sam Houston Bearkats,50508,2534,espn
5,team_name,Sam Houston,50508,Sam Houston State Bearkats,the_odds_api
5,source_team_id,UTEP Miners,50509,2638,espn
5,team_name,Texas El Paso,50509,UTEP Miners,the_odds_api
5,source_team_id,Western Kentucky Hilltoppers,50510,98,espn
5,team_name,Western Kentucky,50510,Western Kentucky Hilltoppers,the_odds_api
5,source_team_id,UConn Huskies,50601,41,espn
5,team_name,Connecticut,50601,UConn Huskies,the_odds_api
5,source_team_id,Massachusetts Minutemen,50602,113,espn
5,team_name,Massachusetts,50602,UMass Minutemen,the_odds_api
5,source_team_id,Notre Dame Fighting Irish,50603,87,espn
5,team_name,Notre Dame,50603,Notre Dame Fighting Irish,the_odds_api
5,source_team_id,Akron Zips,50701,2006,espn
5,team_name,Akron,50701,Akron Zips,the_odds_api
5,source_team_id,Ball State Cardinals,50702,2050,espn
5,team_name,Ball State,50702,Ball State Cardinals,the_odds_api
5,source_team_id,Bowling Green Falcons,50703,189,espn
5,team_name,Bowling Green,50703,Bowling Green Falcons,the_odds_api
5,source_team_id,Buffalo Bulls,50704,2084,espn
5,team_name,Buffalo,50704,Buffalo Bulls,the_odds_api
5,source_team_id,Central Michigan Chippewas,50705,2117,espn
5,team_name,Central Michigan,50705,Central Michigan Chippewas,the_odds_api
5,source_team_id,Eastern Michigan Eagles,50706,2199,espn
5,team_name,Eastern Michigan,50706,Eastern Michigan Eagles,the_odds_api
5,source_team_id,Kent State Golden Flashes,50707,2309,espn
5,team_name,Kent State,50707,Kent State Golden Flashes,the_odds_api
5,source_team_id,Miami (OH) RedHawks,50708,193,espn
5,team_name,Miami (OH),50708,Miami (OH) RedHawks,the_odds_api
5,source_team_id,Northern Illinois Huskies,50709,2459,espn
5,team_name,Northern Illinois,50709,Northern Illinois Huskies,the_odds_api
5,source_team_id,Ohio Bobcats,50710,195,espn
5,team_name,Ohio,50710,Ohio Bobcats,the_odds_api
5,source_team_id,Toledo Rockets,50711,2649,espn
5,team_name,Toledo,50711,Toledo Rockets,the_odds_api
5,source_team_id,Western Michigan Broncos,50712,2711,espn
5,team_name,Western Michigan,50712,Western Michigan Broncos,the_odds_api
5,source_team_id,Air Force Falcons,50801,2005,espn
5,team_name,Air Force,50801,Air Force Falcons,the_odds_api
5,source_team_id,Boise State Broncos,50802,68,espn
5,team_name,Boise State,50802,BSU,kalshi
5,team_name,Boise State,50802,Boise State Broncos,the_odds_api
5,source_team_id,Colorado State Rams,50803,36,espn
5,team_name,Colorado State,50803,Colorado State Rams,the_odds_api
5,source_team_id,Fresno State Bulldogs,50804,278,espn
5,team_name,Fresno State,50804,Fresno State Bulldogs,the_odds_api
5,source_team_id,Hawai'i Rainbow Warriors,50805,62,espn
5,team_name,Hawaii,50805,Hawaii Rainbow Warriors,the_odds_api
5,source_team_id,New Mexico Lobos,50806,167,espn
5,team_name,New Mexico,50806,New Mexico Lobos,the_odds_api
5,source_team_id,Nevada Wolf Pack,50807,2440,espn
5,team_name,Nevada,50807,Nevada Wolf Pack,the_odds_api
5,source_team_id,San Diego State Aztecs,50808,21,espn
5,team_name,San Diego State,50808,San Diego State Aztecs,the_odds_api
5,source_team_id,San José State Spartans,50809,23,espn
5,team_name,San Jose State,50809,San Jose State Spartans,the_odds_api
5,source_team_id,UNLV Rebels,50810,2439,espn
5,team_name,Nevada Las Vegas,50810,UNLV Rebels,the_odds_api
5,source_team_id,Utah State Aggies,50811,328,espn
5,team_name,Utah State,50811,Utah State Aggies,the_odds_api
5,source_team_id,Wyoming Cowboys,50812,2751,espn
5,team_name,Wyoming,50812,Wyoming Cowboys,the_odds_api
5,source_team_id,Oregon State Beavers,50901,204,espn
5,team_name,Oregon State,50901,Oregon State Beavers,the_odds_api
5,source_team_id,Washington State Cougars,50902,265,espn
5,team_name,Washington State,50902,Washington State Cougars,the_odds_api
5,source_team_id,Arkansas Razorbacks,51001,8,espn
5,team_name,Arkansas,51001,Arkansas Razorbacks,the_odds_api
5,source_team_id,Auburn Tigers,51002,2,espn
5,team_name,Auburn,51002,Auburn Tigers,the_odds_api
5,source_team_id,Alabama Crimson Tide,51003,333,espn
5,team_name,Alabama,51003,Alabama Crimson Tide,the_odds_api
5,source_team_id,Florida Gators,51004,57,espn
5,team_name,Florida,51004,Florida Gators,the_odds_api
5,source_team_id,Kentucky Wildcats,51005,96,espn
5,team_name,Kentucky,51005,Kentucky Wildcats,the_odds_api
5,source_team_id,LSU Tigers,51006,99,espn
5,team_name,Louisiana State,51006,LSU Tigers,the_odds_api
5,source_team_id,Missouri Tigers,51007,142,espn
5,team_name,Missouri,51007,Missouri Tigers,the_odds_api
5,source_team_id,Mississippi State Bulldogs,51008,344,espn
5,team_name,Mississippi State,51008,Mississippi State Bulldogs,the_odds_api
5,source_team_id,Oklahoma Sooners,51009,201,espn
5,team_name,Oklahoma,51009,OKLA,kalshi
5,team_name,Oklahoma,51009,Oklahoma Sooners,the_odds_api
5,source_team_id,Ole Miss Rebels,51010,145,espn
5,team_name,Ole Miss,51010,Ole Miss Rebels,the_odds_api
5,source_team_id,South Carolina Gamecocks,51011,2579,espn
5,team_name,South Carolina,51011,SCAR,kalshi
5,team_name,South Carolina,51011,South Carolina Gamecocks,the_odds_api
5,source_team_id,Tennessee Volunteers,51012,2633,espn
5,team_name,Tennessee,51012,Tennessee Volunteers,the_odds_api
5,source_team_id,Texas Longhorns,51013,251,espn
5,team_name,Texas,51013,Texas Longhorns,the_odds_api
5,source_team_id,Texas A&M Aggies,51014,245,espn
5,team_name,Texas A&M,51014,Texas A&M Aggies,the_odds_api
5,source_team_id,Georgia Bulldogs,51015,61,espn
5,team_name,Georgia,51015,Georgia Bulldogs,the_odds_api
5,source_team_id,Vanderbilt Commodores,51016,238,espn
5,team_name,Vanderbilt,51016,Vanderbilt Commodores,the_odds_api
5,source_team_id,Appalachian State Mountaineers,51101,2026,espn
5,team_name,Appalachian State,51101,Appalachian State Mountaineers,the_odds_api
5,source_team_id,Arkansas State Red Wolves,51102,2032,espn
5,team_name,Arkansas State,51102,Arkansas State Red Wolves,the_odds_api
5,source_team_id,Coastal Carolina Chanticleers,51103,324,espn
5,team_name,Coastal Carolina,51103,CCAR,kalshi
5,team_name,Coastal Carolina,51103,Coastal Carolina Chanticleers,the_odds_api
5,source_team_id,Georgia Southern Eagles,51104,290,espn
5,team_name,Georgia Southern,51104,Georgia Southern Eagles,the_odds_api
5,source_team_id,Georgia State Panthers,51105,2247,espn
5,team_name,Georgia State,51105,Georgia State Panthers,the_odds_api
5,source_team_id,James Madison Dukes,51106,256,espn
5,team_name,James Madison,51106,James Madison Dukes,the_odds_api
5,source_team_id,Louisiana Ragin' Cajuns,51107,309,espn
5,team_name,Louisiana,51107,ULL,kalshi
5,team_name,Louisiana,51107,Louisiana Ragin Cajuns,the_odds_api
5,source_team_id,Marshall Thundering Herd,51108,276,espn
5,team_name,Marshall,51108,Marshall Thundering Herd,the_odds_api
5,source_team_id,Old Dominion Monarchs,51109,295,espn
5,team_name,Old Dominion,51109,Old Dominion Monarchs,the_odds_api
5,source_team_id,Southern Mississippi Golden Eagles,51110,2572,espn
5,team_name,Southern Mississippi,51110,Southern Mississippi Golden Eagles,the_odds_api
5,source_team_id,Troy Trojans,51111,2653,espn
5,team_name,Troy,51111,Troy Trojans,the_odds_api
5,source_team_id,Texas State Bobcats,51112,326,espn
5,team_name,Texas State,51112,Texas State Bobcats,the_odds_api
5,source_team_id,UL Monroe Warhawks,51113,2433,espn
5,team_name,Louisiana-Monroe,51113,UL Monroe Warhawks,the_odds_api
5,source_team_id,South Alabama Jaguars,51114,6,espn
5,team_name,South Alabama,51114,South Alabama Jaguars,the_odds_api
5,team_name,Idaho,59001,Idaho Vandals,the_odds_api
5,source_team_id,Idaho Vandals,59001,70,espn
5,source_team_id,Idaho,59001,70,cfbd
5,team_name,Portland State,59002,Portland State Vikings,the_odds_api
5,source_team_id,Portland State Vikings,59002,2502,espn
5,source_team_id,Portland State,59002,2502,cfbd
5,source_team_id,Sacramento State Hornets,59003,16,espn
5,source_team_id,Sacramento State,59003,16,cfbd
5,team_name,Sacramento State,59003,Sacramento State Hornets,the_odds_api
5,source_team_id,UC Davis Aggies,59004,302,espn
5,source_team_id,UC Davis,59004,302,cfbd
5,team_name,UC Davis,59004,UC Davis Aggies,the_odds_api
5,source_team_id,Eastern Washington Eagles,59005,331,espn
5,source_team_id,Eastern Washington,59005,331,cfbd
5,team_name,Montana State,59006,Montana State Bobcats,the_odds_api
5,source_team_id,Montana State Bobcats,59006,147,espn
5,source_team_id,Montana State,59006,147,cfbd
5,source_team_id,Weber State Wildcats,59007,2692,espn
5,team_name,Weber State,59007,Weber State Wildcats,the_odds_api
5,source_team_id,Weber State,59007,2692,cfbd
5,source_team_id,Cal Poly Mustangs,59008,13,espn
5,source_team_id,Cal Poly,59008,13,cfbd
5,team_name,Cal Poly,59008,Cal Poly Mustangs,the_odds_api
5,source_team_id,Montana Grizzlies,59009,149,espn
5,source_team_id,Montana,59009,149,cfbd
5,source_team_id,Idaho State Bengals,59010,304,espn
5,team_name,Idaho State,59010,Idaho State Bengals,the_odds_api
5,source_team_id,Idaho State,59010,304,cfbd
5,team_name,Northern Arizona,59011,Northern Arizona Lumberjacks,the_odds_api
5,source_team_id,Northern Arizona Lumberjacks,59011,2464,espn
5,source_team_id,Northern Arizona,59011,2464,cfbd
5,source_team_id,Northern Colorado Bears,59012,2458,espn
5,source_team_id,Northern Colorado,59012,2458,cfbd
5,team_name,Northern Colorado,59012,Northern Colorado Bears,the_odds_api
5,source_team_id,Gardner-Webb Bulldogs,59013,2241,espn
5,source_team_id,Gardner-Webb,59013,2241,cfbd
5,team_name,Gardner-Webb,59013,Gardner-Webb Runnin Bulldogs,the_odds_api
5,source_team_id,Lindenwood Lions,59014,2815,espn
5,source_team_id,Lindenwood,59014,2815,cfbd
5,team_name,Lindenwood,59014,Lindenwood Lions,the_odds_api
5,source_team_id,Western Illinois Leathernecks,59015,2710,espn
5,source_team_id,Western Illinois,59015,2710,cfbd
5,team_name,Western Illinois,59015,Western Illinois Leathernecks,the_odds_api
5,source_team_id,Charleston Southern Buccaneers,59016,2127,espn
5,team_name,Charleston Southern,59016,Charleston Southern Buccaneers,the_odds_api
5,source_team_id,Charleston Southern,59016,2127,cfbd
5,team_name,Tennessee-Martin,59017,UT Martin Skyhawks,the_odds_api
5,source_team_id,Tennessee-Martin Skyhawks,59017,2630,espn
5,source_team_id,Tennessee-Martin,59017,2630,cfbd
5,source_team_id,Southeast Missouri State Redhawks,59018,2546,espn
5,team_name,Southeast Missouri,59018,Southeast Missouri State Redhawks,the_odds_api
5,source_team_id,Southeast Missouri,59018,2546,cfbd
5,source_team_id,Eastern Illinois Panthers,59019,2197,espn
5,source_team_id,Eastern Illinois,59019,2197,cfbd
5,source_team_id,Tennessee Tech Golden Eagles,59020,2635,espn
5,source_team_id,Tennessee Tech,59020,2635,cfbd
5,team_name,Tennessee Tech,59020,Tennessee Tech Golden Eagles,the_odds_api
5,source_team_id,Tennessee State Tigers,59021,2634,espn
5,source_team_id,Tennessee State,59021,2634,cfbd
5,source_team_id,Towson Tigers,59022,119,espn
5,source_team_id,Towson,59022,119,cfbd
5,team_name,Towson,59022,Towson Tigers,the_odds_api
5,source_team_id,William & Mary Tribe,59023,2729,espn
5,source_team_id,William & Mary,59023,2729,cfbd
5,team_name,William & Mary,59023,William and Mary Tribe,the_odds_api
5,source_team_id,Villanova Wildcats,59024,222,espn
5,source_team_id,Villanova,59024,222,cfbd
5,team_name,Villanova,59024,Villanova Wildcats,the_odds_api
5,source_team_id,Bryant Bulldogs,59025,2803,espn
5,team_name,Bryant,59025,Bryant Bulldogs,the_odds_api
5,source_team_id,Bryant,59025,2803,cfbd
5,source_team_id,Albany Great Danes,59026,399,espn
5,team_name,Albany,59026,Albany,the_odds_api
5,source_team_id,Albany,59026,399,cfbd
5,team_name,Maine,59027,Maine Black Bears,the_odds_api
5,source_team_id,Maine Black Bears,59027,311,espn
5,source_team_id,Maine,59027,311,cfbd
5,source_team_id,Campbell,59028,2097,cfbd
5,team_name,Campbell,59028,Campbell Fighting Camels,the_odds_api
5,team_name,Stony Brook,59029,Stony Brook Seawolves,the_odds_api
5,source_team_id,Stony Brook Seawolves,59029,2619,espn
5,source_team_id,Stony Brook,59029,2619,cfbd
5,source_team_id,Rhode Island Rams,59030,227,espn
5,source_team_id,Rhode Island,59030,227,cfbd
5,team_name,Rhode Island,59030,Rhode Island Rams,the_odds_api
5,source_team_id,Elon Phoenix,59031,2210,espn
5,team_name,Elon,59031,Elon Phoenix,the_odds_api
5,source_team_id,Elon,59031,2210,cfbd
5,source_team_id,North Carolina A&T Aggies,59032,2448,espn
5,source_team_id,North Carolina A&T,59032,2448,cfbd
5,source_team_id,Hampton Pirates,59033,2261,espn
5,source_team_id,Hampton,59033,2261,cfbd
5,source_team_id,New Hampshire Wildcats,59034,160,espn
5,source_team_id,New Hampshire,59034,160,cfbd
5,team_name,New Hampshire,59034,New Hampshire Wildcats,the_odds_api
5,source_team_id,Monmouth Hawks,59035,2405,espn
5,source_team_id,Monmouth,59035,2405,cfbd
5,team_name,Monmouth,59035,Monmouth Hawks,the_odds_api
5,source_team_id,Delaware Blue Hens,59036,48,espn
5,team_name,Delaware,59036,Delaware Blue Hens,the_odds_api
5,team_name,Missouri State,59037,Missouri State Bears,the_odds_api
5,source_team_id,Missouri State Bears,59037,2623,espn
5,source_team_id,Sacred Heart Pioneers,59038,2529,espn
5,source_team_id,Sacred Heart,59038,2529,cfbd
5,source_team_id,Merrimack Warriors,59039,2771,espn
5,source_team_id,Merrimack,59039,2771,cfbd
5,source_team_id,Brown,59040,225,cfbd
5,source_team_id,Harvard,59041,108,cfbd
5,source_team_id,Dartmouth,59042,159,cfbd
5,source_team_id,Cornell,59043,172,cfbd
5,source_team_id,Columbia,59044,171,cfbd
5,source_team_id,Princeton,59045,163,cfbd
5,source_team_id,Yale Bulldogs,59046,43,espn
5,source_team_id,Yale,59046,43,cfbd
5,source_team_id,Penn,59047,219,cfbd
5,source_team_id,Howard Bison,59048,47,espn
5,source_team_id,Howard,59048,47,cfbd
5,team_name,Howard,59048,Howard Bison,the_odds_api
5,source_team_id,North Carolina Central Eagles,59049,2428,espn
5,source_team_id,North Carolina Central,59049,2428,cfbd
5,source_team_id,Norfolk State Spartans,59050,2450,espn
5,source_team_id,Norfolk State,59050,2450,cfbd
5,team_name,Norfolk State,59050,Norfolk State Spartans,the_odds_api
5,source_team_id,Morgan State Bears,59051,2415,espn
5,source_team_id,Morgan State,59051,2415,cfbd
5,team_name,Morgan State,59051,Morgan State Bears,the_odds_api
5,source_team_id,South Carolina State Bulldogs,59052,2569,espn
5,source_team_id,South Carolina State,59052,2569,cfbd
5,team_name,South Carolina State,59052,South Carolina State Bulldogs,the_odds_api
5,source_team_id,Delaware State Hornets,59053,2169,espn
5,source_team_id,Delaware State,59053,2169,cfbd
5,team_name,Delaware State,59053,Delaware State Hornets,the_odds_api
5,source_team_id,Indiana State Sycamores,59054,282,espn
5,source_team_id,Indiana State,59054,282,cfbd
5,team_name,Indiana State,59054,Indiana State Sycamores,the_odds_api
5,team_name,Illinois State,59055,Illinois State Redbirds,the_odds_api
5,source_team_id,Illinois State Redbirds,59055,2287,espn
5,source_team_id,Illinois State,59055,2287,cfbd
5,source_team_id,Murray State Racers,59056,93,espn
5,source_team_id,Murray State,59056,93,cfbd
5,team_name,Murray State,59056,Murray State Racers,the_odds_api
5,team_name,North Dakota,59057,North Dakota Fighting Hawks,the_odds_api
5,source_team_id,North Dakota Fighting Hawks,59057,155,espn
5,source_team_id,North Dakota,59057,155,cfbd
5,source_team_id,North Dakota State Bison,59058,2449,espn
5,source_team_id,North Dakota State,59058,2449,cfbd
5,source_team_id,Northern Iowa Panthers,59059,2460,espn
5,source_team_id,Northern Iowa,59059,2460,cfbd
5,team_name,Northern Iowa,59059,Northern Iowa Panthers,the_odds_api
5,team_name,South Dakota,59060,South Dakota Coyotes,the_odds_api
5,source_team_id,South Dakota,59060,233,cfbd
5,source_team_id,South Dakota State Jackrabbits,59061,2571,espn
5,source_team_id,South Dakota State,59061,2571,cfbd
5,source_team_id,Southern Illinois Salukis,59062,79,espn
5,source_team_id,Southern Illinois,59062,79,cfbd
5,team_name,Southern Illinois,59062,Southern Illinois Salukis,the_odds_api
5,source_team_id,Youngstown State Penguins,59063,2754,espn
5,source_team_id,Youngstown State,59063,2754,cfbd
5,team_name,Youngstown State,59063,Youngstown St Penguins,the_odds_api
5,source_team_id,Robert Morris Colonials,59064,2523,espn
5,source_team_id,Robert Morris,59064,2523,cfbd
5,team_name,Robert Morris,59064,Robert Morris Colonials,the_odds_api
5,source_team_id,Duquesne Dukes,59065,2184,espn
5,source_team_id,Duquesne,59065,2184,cfbd
5,team_name,Duquesne,59065,Duquesne Dukes,the_odds_api
5,source_team_id,Wagner Seahawks,59067,2681,espn
5,source_team_id,Wagner,59067,2681,cfbd
5,team_name,Wagner,59067,Wagner Seahawks,the_odds_api
5,source_team_id,Central Connecticut Blue Devils,59068,2115,espn
5,source_team_id,Central Connecticut State,59068,2115,cfbd
5,team_name,Central Connecticut State,59068,Central Connecticut Blue Devils,the_odds_api
5,source_team_id,Stonehill,59069,284,cfbd
5,source_team_id,Mercyhurst,59070,2385,cfbd
5,source_team_id,New Haven,59071,2441,cfbd
5,source_team_id,Saint Francis Red Flash,59072,2598,espn
5,source_team_id,Saint Francis PA,59072,2598,cfbd
5,team_name,Saint Francis PA,59072,St. Francis (PA) Red Flash,the_odds_api
5,source_team_id,Bucknell Bison,59073,2083,espn
5,source_team_id,Bucknell,59073,2083,cfbd
5,team_name,Bucknell,59073,Bucknell Bison,the_odds_api
5,source_team_id,Holy Cross Crusaders,59074,107,espn
5,source_team_id,Holy Cross,59074,107,cfbd
5,team_name,Holy Cross,59074,Holy Cross Crusaders,the_odds_api
5,source_team_id,Georgetown,59075,46,cfbd
5,source_team_id,Fordham Rams,59076,2230,espn
5,source_team_id,Fordham,59076,2230,cfbd
5,team_name,Fordham,59076,Fordham Rams,the_odds_api
5,source_team_id,Richmond Spiders,59077,257,espn
5,source_team_id,Richmond,59077,257,cfbd
5,team_name,Richmond,59077,Richmond Spiders,the_odds_api
5,source_team_id,Colgate Raiders,59078,2142,espn
5,source_team_id,Colgate,59078,2142,cfbd
5,team_name,Colgate,59078,Colgate Raiders,the_odds_api
5,source_team_id,Lafayette Leopards,59079,322,espn
5,source_team_id,Lafayette,59079,322,cfbd
5,team_name,Lafayette,59079,Lafayette Leopards,the_odds_api
5,source_team_id,Lehigh Mountain Hawks,59080,2329,espn
5,source_team_id,Lehigh,59080,2329,cfbd
5,source_team_id,Morehead State,59081,2413,cfbd
5,source_team_id,Butler,59082,2086,cfbd
5,source_team_id,Valparaiso Beacons,59083,2674,espn
5,source_team_id,Valparaiso,59083,2674,cfbd
5,source_team_id,Drake Bulldogs,59084,2181,espn
5,source_team_id,Drake,59084,2181,cfbd
5,source_team_id,Dayton,59085,2168,cfbd
5,source_team_id,San Diego Toreros,59086,301,espn
5,source_team_id,San Diego,59086,301,cfbd
5,source_team_id,Davidson,59087,2166,cfbd
5,source_team_id,Presbyterian College Blue Hose,59088,2506,espn
5,source_team_id,Presbyterian,59088,2506,cfbd
5,source_team_id,Marist,59089,2368,cfbd
5,source_team_id,Stetson,59090,56,cfbd
5,source_team_id,St Thomas (MN),59091,2900,cfbd
5,source_team_id,The Citadel Bulldogs,59092,2643,espn
5,source_team_id,The Citadel,59092,2643,cfbd
5,team_name,The Citadel,59092,Citadel Bulldogs,the_odds_api
5,source_team_id,Furman Paladins,59093,231,espn
5,source_team_id,Furman,59093,231,cfbd
5,team_name,Furman,59093,Furman Paladins,the_odds_api
5,source_team_id,East Tennessee State Buccaneers,59094,2193,espn
5,source_team_id,ETSU,59094,2193,cfbd
5,source_team_id,Mercer Bears,59095,2382,espn
5,source_team_id,Mercer,59095,2382,cfbd
5,team_name,Mercer,59095,Mercer Bears,the_odds_api
5,source_team_id,VMI Keydets,59096,2678,espn
5,source_team_id,VMI,59096,2678,cfbd
5,team_name,VMI,59096,VMI Keydets,the_odds_api
5,source_team_id,Wofford Terriers,59097,2747,espn
5,source_team_id,Wofford,59097,2747,cfbd
5,team_name,Wofford,59097,Wofford Terriers,the_odds_api
5,source_team_id,Samford Bulldogs,59098,2535,espn
5,source_team_id,Samford,59098,2535,cfbd
5,team_name,Samford,59098,Samford Bulldogs,the_odds_api
5,source_team_id,Chattanooga Mocs,59099,236,espn
5,source_team_id,Chattanooga,59099,236,cfbd
5,team_name,Chattanooga,59099,Chattanooga Mocs,the_odds_api
5,source_team_id,Western Carolina Catamounts,59100,2717,espn
5,source_team_id,Western Carolina,59100,2717,cfbd
5,team_name,Western Carolina,59100,Western Carolina Catamounts,the_odds_api
5,source_team_id,Incarnate Word Cardinals,59101,2916,espn
5,source_team_id,Incarnate Word,59101,2916,cfbd
5,team_name,Incarnate Word,59101,Incarnate Word Cardinals,the_odds_api
5,source_team_id,Stephen F. Austin Lumberjacks,59102,2617,espn
5,source_team_id,Stephen F. Austin,59102,2617,cfbd
5,team_name,Stephen F. Austin,59102,Stephen F. Austin Lumberjacks,the_odds_api
5,team_name,Nicholls State,59103,Nicholls State Colonels,the_odds_api
5,source_team_id,Nicholls State Colonels,59103,2447,espn
5,source_team_id,Nicholls State,59103,2447,cfbd
5,source_team_id,Southeastern Louisiana Lions,59104,2545,espn
5,team_name,Southeastern Louisiana,59104,Southeastern Louisiana Lions,the_odds_api
5,source_team_id,Southeastern Louisiana,59104,2545,cfbd
5,source_team_id,McNeese State Cowboys,59105,2377,espn
5,source_team_id,McNeese State,59105,2377,cfbd
5,team_name,McNeese State,59105,McNeese State Cowboys,the_odds_api
5,source_team_id,Northwestern State Demons,59106,2466,espn
5,source_team_id,Northwestern State,59106,2466,cfbd
5,team_name,Northwestern State,59106,Northwestern State Demons,the_odds_api
5,source_team_id,Lamar Cardinals,59107,2320,espn
5,source_team_id,Lamar,59107,2320,cfbd
5,team_name,Lamar,59107,Lamar Cardinals,the_odds_api
